wkt_geom;LATITUDE;LONGITUDE;BRIGHTNESS;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;INSTRUMENT;CONFIDENCE;VERSION;BRIGHT_T31;FRP;DAYNIGHT;TYPE
Point (15.19890000000000008 38.80819999999999936);38.8082;15.1989;361.3;1.2;1.1;2002-12-28;2116;Terra;MODIS;100;6.03;290.9;114.7;N;3
Point (15.20449999999999946 38.79359999999999786);38.7936;15.2045;395.1;1.2;1.1;2002-12-31;1218;Aqua;MODIS;100;6.03;292.5;0;D;1
Point (15.21369999999999933 38.80279999999999774);38.8028;15.2137;349.2;1.1;1.1;2003-01-01;2052;Terra;MODIS;100;6.03;285.4;0;N;1
Point (15.20229999999999926 38.80599999999999739);38.806;15.2023;365.4;2.3;1.5;2003-01-02;1030;Terra;MODIS;100;6.03;289.4;350.7;D;3
Point (15.21330000000000027 38.80319999999999681);38.8032;15.2133;361.3;1;1;2003-01-08;953;Terra;MODIS;91;6.03;292.2;0;D;1
Point (15.21160000000000068 38.79419999999999646);38.7942;15.2116;380.6;1;1;2003-01-08;953;Terra;MODIS;100;6.03;287.1;0;D;1
Point (15.21139999999999937 38.80330000000000013);38.8033;15.2114;400;1;1;2003-01-08;2058;Terra;MODIS;100;6.03;293.6;0;N;1
Point (15.21470000000000056 38.79639999999999844);38.7964;15.2147;354.8;1.1;1;2003-01-09;107;Aqua;MODIS;100;6.03;283.1;0;N;1
Point (15.20679999999999943 38.80740000000000123);38.8074;15.2068;378.6;1.1;1;2003-01-09;107;Aqua;MODIS;100;6.03;292.1;173.2;N;3
Point (15.21870000000000012 38.80539999999999878);38.8054;15.2187;378.4;1.1;1;2003-01-09;107;Aqua;MODIS;100;6.03;291.3;0;N;1
Point (15.21240000000000059 38.79690000000000083);38.7969;15.2124;357.8;1.3;1.1;2003-01-10;2046;Terra;MODIS;100;6.03;273.9;0;N;1
Point (15.21630000000000038 38.80619999999999692);38.8062;15.2163;325.1;1.3;1.1;2003-01-10;2046;Terra;MODIS;95;6.03;277.7;0;N;1
Point (15.21460000000000079 38.80409999999999826);38.8041;15.2146;394.4;1;1;2003-01-11;55;Aqua;MODIS;100;6.03;293.4;0;N;1
Point (15.2029999999999994 38.80579999999999785);38.8058;15.203;356.3;1;1;2003-01-11;55;Aqua;MODIS;100;6.03;288.6;79.4;N;3
Point (14.97680000000000078 37.7126000000000019);37.7126;14.9768;322.6;1;1;2003-01-11;55;Aqua;MODIS;92;6.03;272.8;0;N;1
Point (14.96480000000000032 37.71340000000000003);37.7134;14.9648;306.3;1.6;1.3;2003-01-11;2128;Terra;MODIS;68;6.03;267.5;26.3;N;1
Point (15.19839999999999947 38.80369999999999919);38.8037;15.1984;321.1;1.2;1.1;2003-01-13;43;Aqua;MODIS;96;6.03;277;28.4;N;3
Point (15.21400000000000041 38.80180000000000007);38.8018;15.214;349.9;1.2;1.1;2003-01-13;43;Aqua;MODIS;100;6.03;279.5;0;N;1
Point (15.21049999999999969 38.79800000000000182);38.798;15.2105;371.4;1.2;1.1;2003-01-13;2116;Terra;MODIS;100;6.03;282.3;0;N;1
Point (15.19839999999999947 38.79659999999999798);38.7966;15.1984;339.8;1.2;1.1;2003-01-13;2116;Terra;MODIS;100;6.03;280.8;0;N;1
Point (15.19740000000000002 38.80639999999999645);38.8064;15.1974;327.2;1.2;1.1;2003-01-13;2116;Terra;MODIS;100;6.03;283;35.2;N;3
Point (15.21209999999999951 38.79820000000000135);38.7982;15.2121;322.2;1.9;1.3;2003-01-14;126;Aqua;MODIS;92;6.03;273;0;N;1
Point (15.19740000000000002 38.80149999999999721);38.8015;15.1974;313.7;2.8;1.6;2003-01-14;917;Terra;MODIS;59;6.03;284.2;67;D;3
Point (15.2085000000000008 38.79760000000000275);38.7976;15.2085;363.6;1.7;1.3;2003-01-14;1230;Aqua;MODIS;93;6.03;285.5;0;D;1
Point (15.21170000000000044 38.7972999999999999);38.7973;15.2117;380.4;1;1;2003-01-15;1000;Terra;MODIS;100;6.03;286.7;0;D;1
Point (15.21410000000000018 38.80210000000000292);38.8021;15.2141;376.5;1;1;2003-01-15;2104;Terra;MODIS;100;6.03;287.1;0;N;1
Point (15.20279999999999987 38.80049999999999955);38.8005;15.2028;392.2;1;1;2003-01-15;2104;Terra;MODIS;100;6.03;292.5;0;N;1
Point (15.21930000000000049 38.80440000000000111);38.8044;15.2193;361.8;1;1;2003-01-18;101;Aqua;MODIS;100;6.03;286.9;0;N;1
Point (15.2154000000000007 38.80239999999999867);38.8024;15.2154;324.8;1.6;1.2;2003-01-19;2040;Terra;MODIS;94;6.03;283.2;0;N;1
Point (15.1958000000000002 38.7984999999999971);38.7985;15.1958;327.9;1.6;1.2;2003-01-19;2040;Terra;MODIS;100;6.03;284.7;56.6;N;3
Point (15.20960000000000001 38.79769999999999897);38.7977;15.2096;369.9;1.4;1.2;2003-01-20;2122;Terra;MODIS;100;6.03;280.8;0;N;1
Point (15.1958000000000002 38.79630000000000223);38.7963;15.1958;331.1;1.4;1.2;2003-01-20;2122;Terra;MODIS;100;6.03;279.7;0;N;1
Point (15.21630000000000038 38.80729999999999791);38.8073;15.2163;340.8;1.5;1.2;2003-01-23;120;Aqua;MODIS;100;6.03;284.4;0;N;1
Point (15.20989999999999931 38.79719999999999658);38.7972;15.2099;342.6;1.5;1.2;2003-01-23;120;Aqua;MODIS;100;6.03;280.9;0;N;1
Point (15.21579999999999977 38.80830000000000268);38.8083;15.2158;334.6;1.1;1;2003-01-25;107;Aqua;MODIS;100;6.03;288.1;0;N;1
Point (15.21950000000000003 38.80250000000000199);38.8025;15.2195;347.9;1.1;1;2003-01-25;107;Aqua;MODIS;100;6.03;288.8;0;N;1
Point (15.19400000000000084 38.80030000000000001);38.8003;15.194;334.7;2.7;1.6;2003-01-25;2141;Terra;MODIS;100;6.03;284.5;159.7;N;3
Point (15.24619999999999997 38.79099999999999682);38.791;15.2462;337.3;4.4;1.9;2003-01-26;150;Aqua;MODIS;100;6.03;279;365.4;N;3
Point (15.1982999999999997 38.80389999999999873);38.8039;15.1983;325.8;4.3;1.9;2003-01-26;150;Aqua;MODIS;100;6.03;272.5;237.3;N;3
Point (15.2367000000000008 38.7909000000000006);38.7909;15.2367;341.8;4.4;1.9;2003-01-26;150;Aqua;MODIS;100;6.03;278.5;424.4;N;3
Point (15.21340000000000003 38.79619999999999891);38.7962;15.2134;360.5;1.3;1.1;2003-01-26;2046;Terra;MODIS;100;6.03;277.8;0;N;1
Point (15.21690000000000076 38.80100000000000193);38.801;15.2169;379.9;1;1;2003-01-27;55;Aqua;MODIS;100;6.03;296.3;0;N;1
Point (15.20219999999999949 38.79509999999999792);38.7951;15.2022;367;1.9;1.3;2003-01-27;1024;Terra;MODIS;97;6.03;285.2;0;D;1
Point (15.20720000000000027 38.79560000000000031);38.7956;15.2072;425;1;1;2003-01-27;1159;Aqua;MODIS;100;6.03;300.4;0;D;1
Point (15.20899999999999963 38.79590000000000316);38.7959;15.209;329.2;2;1.4;2003-01-28;2034;Terra;MODIS;99;6.03;281;0;N;1
Point (15.22480000000000011 38.80310000000000059);38.8031;15.2248;321.9;1.2;1.1;2003-01-29;43;Aqua;MODIS;91;6.03;281.9;0;N;1
Point (15.21090000000000053 38.79630000000000223);38.7963;15.2109;368.4;1.2;1.1;2003-01-29;2116;Terra;MODIS;100;6.03;284.7;0;N;1
Point (15.20759999999999934 38.79919999999999902);38.7992;15.2076;361;1;1;2003-01-31;1000;Terra;MODIS;90;6.03;274.7;0;D;1
Point (15.20730000000000004 38.79639999999999844);38.7964;15.2073;338.7;1;1;2003-01-31;2104;Terra;MODIS;100;6.03;267.5;0;N;1
Point (15.21039999999999992 38.79500000000000171);38.795;15.2104;385.7;1;1;2003-02-03;1205;Aqua;MODIS;100;6.03;288.7;0;D;1
Point (15.20570000000000022 38.79719999999999658);38.7972;15.2057;343.5;2.2;1.4;2003-02-03;2135;Terra;MODIS;100;6.03;278.1;0;N;1
Point (15.2394999999999996 38.79990000000000094);38.7999;15.2395;325;2.3;1.5;2003-02-06;132;Aqua;MODIS;100;6.03;278.9;87.8;N;3
Point (15.21170000000000044 38.79769999999999897);38.7977;15.2117;382.8;1.1;1.1;2003-02-07;1006;Terra;MODIS;100;6.03;285.5;0;D;1
Point (15.21759999999999913 38.80060000000000286);38.8006;15.2176;371.2;1.5;1.2;2003-02-08;120;Aqua;MODIS;100;6.03;284.5;0;N;1
Point (15.23419999999999952 38.78849999999999909);38.7885;15.2342;327.8;4.4;1.9;2003-02-08;1049;Terra;MODIS;81;6.03;281;249.8;D;3
Point (15.18670000000000009 38.801400000000001);38.8014;15.1867;322.2;4.4;1.9;2003-02-08;1049;Terra;MODIS;75;6.03;282.3;194.7;D;3
Point (15.24489999999999945 38.80619999999999692);38.8062;15.2449;308.3;4.2;1.9;2003-02-08;2153;Terra;MODIS;60;6.03;280.3;94.3;N;3
Point (15.19599999999999973 38.80460000000000065);38.8046;15.196;333;4.2;1.9;2003-02-08;2153;Terra;MODIS;100;6.03;281.8;289.3;N;3
Point (15.19969999999999999 38.80180000000000007);38.8018;15.1997;335.5;4.2;1.9;2003-02-08;2153;Terra;MODIS;100;6.03;281.5;316.6;N;3
Point (15.23380000000000045 38.79610000000000269);38.7961;15.2338;332.9;2.9;1.6;2003-02-10;1036;Terra;MODIS;0;6.03;278.8;163.7;D;3
Point (15.18609999999999971 38.80669999999999931);38.8067;15.1861;321.1;2.7;1.6;2003-02-10;2141;Terra;MODIS;100;6.03;283.5;91.9;N;3
Point (15.19289999999999985 38.80919999999999703);38.8092;15.1929;315.2;4.4;1.9;2003-02-11;150;Aqua;MODIS;88;6.03;281.7;144.1;N;3
Point (15.24070000000000036 38.79619999999999891);38.7962;15.2407;335.6;4.4;1.9;2003-02-11;150;Aqua;MODIS;100;6.03;280.7;343;N;3
Point (15.18759999999999977 38.80669999999999931);38.8067;15.1876;309.3;4.4;1.9;2003-02-11;150;Aqua;MODIS;66;6.03;281.2;105.5;N;3
Point (15.2350999999999992 38.79410000000000025);38.7941;15.2351;337.1;4.4;1.9;2003-02-11;150;Aqua;MODIS;100;6.03;280.5;361.4;N;3
Point (15.20599999999999952 38.79800000000000182);38.798;15.206;370.2;1.2;1.1;2003-02-11;941;Terra;MODIS;100;6.03;286.6;0;D;1
Point (15.21690000000000076 38.79699999999999704);38.797;15.2169;370.5;1.9;1.3;2003-02-12;1024;Terra;MODIS;100;6.03;284;0;D;1
Point (15.20700000000000074 38.79910000000000281);38.7991;15.207;398.3;1;1;2003-02-12;1200;Aqua;MODIS;100;6.03;299.1;0;D;1
Point (15.20439999999999969 38.7978999999999985);38.7979;15.2044;378.3;1.7;1.3;2003-02-12;2129;Terra;MODIS;100;6.03;284.2;0;N;1
Point (15.21950000000000003 38.80740000000000123);38.8074;15.2195;345;1.7;1.3;2003-02-12;2129;Terra;MODIS;100;6.03;278.2;0;N;1
Point (15.20059999999999967 38.80579999999999785);38.8058;15.2006;355.4;1.7;1.3;2003-02-12;2129;Terra;MODIS;100;6.03;283.4;174;N;3
Point (15.25019999999999953 38.79930000000000234);38.7993;15.2502;320;2.9;1.6;2003-02-13;138;Aqua;MODIS;100;6.03;272.1;101.1;N;3
Point (15.24440000000000062 38.79760000000000275);38.7976;15.2444;328.3;2.9;1.6;2003-02-13;138;Aqua;MODIS;100;6.03;274.4;142.5;N;3
Point (15.21419999999999995 38.79460000000000264);38.7946;15.2142;321.9;2;1.4;2003-02-13;2034;Terra;MODIS;91;6.03;276.4;0;N;1
Point (15.20090000000000074 38.80649999999999977);38.8065;15.2009;343.2;1.2;1.1;2003-02-14;43;Aqua;MODIS;100;6.03;282.9;69.4;N;3
Point (15.21589999999999954 38.80480000000000018);38.8048;15.2159;379.9;1.2;1.1;2003-02-14;43;Aqua;MODIS;100;6.03;286.6;0;N;1
Point (15.2134999999999998 38.80409999999999826);38.8041;15.2135;375.1;1.3;1.1;2003-02-14;1012;Terra;MODIS;100;6.03;288.8;0;D;1
Point (15.23520000000000074 38.79829999999999757);38.7983;15.2352;312.3;3.6;1.8;2003-02-17;1042;Terra;MODIS;54;6.03;282.2;84.3;D;3
Point (15.22199999999999953 38.801400000000001);38.8014;15.222;324.2;1;1;2003-02-19;101;Aqua;MODIS;94;6.03;268.5;0;N;1
Point (15.2090999999999994 38.79480000000000217);38.7948;15.2091;328.4;1.6;1.2;2003-02-20;2040;Terra;MODIS;98;6.03;277.6;0;N;1
Point (15.21899999999999942 38.80120000000000147);38.8012;15.219;358.6;1.1;1;2003-02-21;49;Aqua;MODIS;100;6.03;282;0;N;1
Point (15.2372999999999994 38.7972999999999999);38.7973;15.2373;320.1;4.4;1.9;2003-02-24;1048;Terra;MODIS;72;6.03;282.2;177.7;D;3
Point (15.21250000000000036 38.80149999999999721);38.8015;15.2125;365.1;1;1;2003-02-25;2058;Terra;MODIS;100;6.03;286;0;N;1
Point (15.21139999999999937 38.80109999999999815);38.8011;15.2114;349.3;1.1;1.1;2003-02-26;107;Aqua;MODIS;100;6.03;283.3;0;N;1
Point (15.20860000000000056 38.79270000000000351);38.7927;15.2086;369;1.1;1;2003-02-26;1212;Aqua;MODIS;99;6.03;290.4;0;D;1
Point (15.21260000000000012 38.80169999999999675);38.8017;15.2126;339.5;1.3;1.1;2003-02-27;2045;Terra;MODIS;100;6.03;278.1;0;N;1
Point (15.21679999999999922 38.80030000000000001);38.8003;15.2168;341.4;1.7;1.3;2003-02-28;2128;Terra;MODIS;100;6.03;281.3;0;N;1
Point (15.21039999999999992 38.7967000000000013);38.7967;15.2104;337.8;1.7;1.3;2003-02-28;2128;Terra;MODIS;100;6.03;280.8;0;N;1
Point (15.21550000000000047 38.79740000000000322);38.7974;15.2155;321.6;1.2;1.1;2003-03-02;43;Aqua;MODIS;91;6.03;273.3;0;N;1
Point (15.21189999999999998 38.79509999999999792);38.7951;15.2119;375.1;1;1;2003-03-04;959;Terra;MODIS;100;6.03;287;0;D;1
Point (15.21870000000000012 38.8019999999999996);38.802;15.2187;352;1;1;2003-03-04;2104;Terra;MODIS;100;6.03;285.6;0;N;1
Point (15.20739999999999981 38.80040000000000333);38.8004;15.2074;368.9;1;1;2003-03-04;2104;Terra;MODIS;100;6.03;290.1;0;N;1
Point (15.22199999999999953 38.80469999999999686);38.8047;15.222;364.7;1.3;1.1;2003-03-05;113;Aqua;MODIS;100;6.03;287.9;0;N;1
Point (15.21669999999999945 38.79529999999999745);38.7953;15.2167;320.4;1.3;1.1;2003-03-05;113;Aqua;MODIS;90;6.03;279.8;0;N;1
Point (15.20480000000000054 38.79319999999999879);38.7932;15.2048;360.4;1.2;1.1;2003-03-05;1218;Aqua;MODIS;90;6.03;294.7;0;D;1
Point (15.2134999999999998 38.79919999999999902);38.7992;15.2135;353.6;1.1;1.1;2003-03-06;2051;Terra;MODIS;100;6.03;280.5;0;N;1
Point (15.22269999999999968 38.80169999999999675);38.8017;15.2227;349.6;1;1;2003-03-07;101;Aqua;MODIS;100;6.03;281.7;0;N;1
Point (15.2112999999999996 38.80349999999999966);38.8035;15.2113;352.5;1;1;2003-03-07;101;Aqua;MODIS;100;6.03;283.8;0;N;1
Point (15.21589999999999954 38.79840000000000089);38.7984;15.2159;347.4;1.1;1;2003-03-09;49;Aqua;MODIS;100;6.03;280.6;0;N;1
Point (15.21299999999999919 38.79569999999999652);38.7957;15.213;367.7;1.1;1;2003-03-11;1005;Terra;MODIS;97;6.03;294.8;0;D;1
Point (14.92399999999999949 37.08870000000000289);37.0887;14.924;302.1;1.1;1.1;2003-03-11;1006;Terra;MODIS;50;6.03;289.3;5.6;D;0
Point (15.21119999999999983 38.79690000000000083);38.7969;15.2112;357.2;1.1;1;2003-03-11;2110;Terra;MODIS;100;6.03;281.7;0;N;1
Point (15.20969999999999978 38.79999999999999716);38.8;15.2097;334.4;1.5;1.2;2003-03-12;119;Aqua;MODIS;100;6.03;283.3;0;N;1
Point (15.22729999999999961 38.79410000000000025);38.7941;15.2273;305;4.2;1.9;2003-03-12;2153;Terra;MODIS;11;6.03;282.7;73.7;N;3
Point (15.21359999999999957 38.801400000000001);38.8014;15.2136;361.8;1;1;2003-03-13;2058;Terra;MODIS;100;6.03;288.9;0;N;1
Point (15.21679999999999922 38.80149999999999721);38.8015;15.2168;345;1.2;1.1;2003-03-18;42;Aqua;MODIS;100;6.03;282.9;0;N;1
Point (15.22119999999999962 38.79740000000000322);38.7974;15.2212;327.2;1.2;1.1;2003-03-18;2116;Terra;MODIS;97;6.03;281.2;0;N;1
Point (15.20749999999999957 38.79579999999999984);38.7958;15.2075;347.3;1.2;1.1;2003-03-18;2116;Terra;MODIS;100;6.03;282.9;0;N;1
Point (15.21460000000000079 38.79899999999999949);38.799;15.2146;346;1.2;1.1;2003-03-18;2116;Terra;MODIS;100;6.03;284.7;0;N;1
Point (15.21030000000000015 38.79869999999999663);38.7987;15.2103;349.2;1;1;2003-03-20;2104;Terra;MODIS;100;6.03;285;0;N;1
Point (15.21589999999999954 38.80559999999999832);38.8056;15.2159;335.4;1.1;1;2003-03-25;48;Aqua;MODIS;100;6.03;284.9;0;N;1
Point (15.21529999999999916 38.79619999999999891);38.7962;15.2153;335.8;1.1;1;2003-03-25;48;Aqua;MODIS;100;6.03;279.8;0;N;1
Point (15.20250000000000057 38.7967000000000013);38.7967;15.2025;325.6;1.4;1.2;2003-03-25;2122;Terra;MODIS;95;6.03;282.8;0;N;1
Point (15.21720000000000006 38.79820000000000135);38.7982;15.2172;336.1;1.4;1.2;2003-03-25;2122;Terra;MODIS;100;6.03;282.3;0;N;1
Point (15.21649999999999991 38.79939999999999856);38.7994;15.2165;325;1.5;1.2;2003-03-27;36;Aqua;MODIS;95;6.03;281.2;0;N;1
Point (15.21410000000000018 38.80120000000000147);38.8012;15.2141;345;1.1;1;2003-03-27;2110;Terra;MODIS;100;6.03;284.8;0;N;1
Point (15.21509999999999962 38.80219999999999914);38.8022;15.2151;332.8;1.5;1.2;2003-03-28;119;Aqua;MODIS;100;6.03;284.7;0;N;1
Point (15.21480000000000032 38.79650000000000176);38.7965;15.2148;334;1.1;1;2003-03-30;107;Aqua;MODIS;100;6.03;280.3;0;N;1
Point (14.34130000000000038 37.25600000000000023);37.256;14.3413;308.3;1;1;2003-03-30;1211;Aqua;MODIS;51;6.03;294;5.3;D;0
Point (14.58769999999999989 37.13049999999999784);37.1305;14.5877;302.7;1;1;2003-04-05;1000;Terra;MODIS;53;6.03;289.4;4.4;D;0
Point (15.21729999999999983 38.80120000000000147);38.8012;15.2173;337.3;1;1;2003-04-08;101;Aqua;MODIS;100;6.03;279.9;0;N;1
Point (15.20950000000000024 38.79639999999999844);38.7964;15.2095;328.4;2.2;1.4;2003-04-08;2134;Terra;MODIS;98;6.03;278.2;0;N;1
Point (15.21720000000000006 38.80210000000000292);38.8021;15.2172;345.1;1.4;1.2;2003-04-10;2122;Terra;MODIS;100;6.03;286.9;0;N;1
Point (15.25300000000000011 38.79240000000000066);38.7924;15.253;310.1;4.4;1.9;2003-04-13;1048;Terra;MODIS;25;6.03;284;98.7;D;3
Point (15.23750000000000071 38.80639999999999645);38.8064;15.2375;309;4.2;1.9;2003-04-13;2153;Terra;MODIS;64;6.03;282.8;90.6;N;3
Point (15.19510000000000005 38.80169999999999675);38.8017;15.1951;310.4;4.2;1.9;2003-04-13;2153;Terra;MODIS;71;6.03;283;100.9;N;3
Point (15.18929999999999936 38.80480000000000018);38.8048;15.1893;305.2;4.2;1.9;2003-04-13;2153;Terra;MODIS;24;6.03;283;70.3;N;3
Point (15.21289999999999942 38.79540000000000077);38.7954;15.2129;361.5;1;1;2003-04-14;953;Terra;MODIS;91;6.03;301.1;0;D;1
Point (15.21759999999999913 38.79619999999999891);38.7962;15.2176;338.3;1.1;1;2003-04-15;107;Aqua;MODIS;100;6.03;275.7;0;N;1
Point (15.2157 38.79560000000000031);38.7956;15.2157;328.6;1.2;1.1;2003-04-19;43;Aqua;MODIS;98;6.03;280.9;0;N;1
Point (15.2134999999999998 38.79710000000000036);38.7971;15.2135;365.1;1.3;1.1;2003-04-19;1011;Terra;MODIS;95;6.03;297.5;0;D;1
Point (15.22139999999999915 38.80330000000000013);38.8033;15.2214;335.2;1.9;1.3;2003-04-20;125;Aqua;MODIS;100;6.03;283.3;0;N;1
Point (15.21010000000000062 38.80239999999999867);38.8024;15.2101;337;1.3;1.1;2003-04-22;113;Aqua;MODIS;100;6.03;285.1;0;N;1
Point (15.22390000000000043 38.79990000000000094);38.7999;15.2239;339.9;1.3;1.1;2003-04-22;113;Aqua;MODIS;100;6.03;284;0;N;1
Point (14.39939999999999998 37.45629999999999882);37.4563;14.3994;310.9;1.1;1;2003-04-22;1217;Aqua;MODIS;54;6.03;295.5;7.6;D;0
Point (15.20759999999999934 38.78900000000000148);38.789;15.2076;315.5;4.8;2;2003-04-23;1300;Aqua;MODIS;64;6.03;287.4;151.2;D;3
Point (15.19819999999999993 38.78540000000000276);38.7854;15.1982;312.8;4.8;2;2003-04-23;1300;Aqua;MODIS;56;6.03;286.7;131.4;D;3
Point (15.20700000000000074 38.79399999999999693);38.794;15.207;341.2;1.1;1.1;2003-04-23;2051;Terra;MODIS;100;6.03;284.3;0;N;1
Point (15.21990000000000087 38.79619999999999891);38.7962;15.2199;324;1.1;1.1;2003-04-23;2051;Terra;MODIS;93;6.03;282.5;0;N;1
Point (15.21330000000000027 38.80100000000000193);38.801;15.2133;364.8;1;1;2003-04-24;101;Aqua;MODIS;100;6.03;289.6;0;N;1
Point (15.22480000000000011 38.79919999999999902);38.7992;15.2248;326.2;1;1;2003-04-24;101;Aqua;MODIS;96;6.03;283.2;0;N;1
Point (14.47330000000000005 36.95889999999999986);36.9589;14.4733;320.1;1;1;2003-04-24;1205;Aqua;MODIS;72;6.03;302.2;8.8;D;0
Point (15.20129999999999981 38.79500000000000171);38.795;15.2013;325.7;2.1;1.4;2003-04-24;2134;Terra;MODIS;95;6.03;284.6;0;N;1
Point (15.20069999999999943 38.79740000000000322);38.7974;15.2007;326.2;1.6;1.2;2003-04-25;2039;Terra;MODIS;96;6.03;286.8;0;N;1
Point (15.21860000000000035 38.79610000000000269);38.7961;15.2186;332.6;1.1;1;2003-04-26;49;Aqua;MODIS;100;6.03;283.7;0;N;1
Point (15.21529999999999916 38.80250000000000199);38.8025;15.2153;351.2;1.4;1.2;2003-04-26;2122;Terra;MODIS;100;6.03;289.6;0;N;1
Point (15.2088000000000001 38.79619999999999891);38.7962;15.2088;355.5;1.1;1;2003-04-28;2109;Terra;MODIS;100;6.03;291.9;0;N;1
Point (15.22090000000000032 38.79780000000000229);38.7978;15.2209;322.6;1.1;1;2003-04-28;2109;Terra;MODIS;92;6.03;287;0;N;1
Point (15.21850000000000058 38.8061000000000007);38.8061;15.2185;328.1;1.5;1.2;2003-04-29;119;Aqua;MODIS;98;6.03;289.4;0;N;1
Point (15.21189999999999998 38.79599999999999937);38.796;15.2119;325.3;1.5;1.2;2003-04-29;119;Aqua;MODIS;95;6.03;287.6;0;N;1
Point (15.21770000000000067 38.79939999999999856);38.7994;15.2177;336.6;1;1;2003-04-30;2057;Terra;MODIS;100;6.03;293.1;0;N;1
Point (15.20570000000000022 38.79760000000000275);38.7976;15.2057;350.5;1;1;2003-04-30;2057;Terra;MODIS;100;6.03;295.4;0;N;1
Point (15.21979999999999933 38.8025999999999982);38.8026;15.2198;349.7;1.1;1;2003-05-01;107;Aqua;MODIS;100;6.03;293.5;0;N;1
Point (15.20770000000000088 38.79489999999999839);38.7949;15.2077;337.7;1.3;1.1;2003-05-02;2045;Terra;MODIS;100;6.03;283.9;0;N;1
Point (15.21460000000000079 38.79780000000000229);38.7978;15.2146;372;1;1;2003-05-03;55;Aqua;MODIS;100;6.03;297.4;0;N;1
Point (15.20770000000000088 38.79249999999999687);38.7925;15.2077;364.7;1;1;2003-05-03;1159;Aqua;MODIS;94;6.03;314.3;0;D;1
Point (15.21729999999999983 38.8019999999999996);38.802;15.2173;335.3;1.7;1.3;2003-05-03;2128;Terra;MODIS;100;6.03;290.3;0;N;1
Point (15.21279999999999966 38.79560000000000031);38.7956;15.2128;332.7;1.2;1.1;2003-05-05;43;Aqua;MODIS;100;6.03;290.9;0;N;1
Point (15.21310000000000073 38.79740000000000322);38.7974;15.2131;362.2;1.3;1.1;2003-05-05;1011;Terra;MODIS;92;6.03;310.6;0;D;1
Point (15.21519999999999939 38.79869999999999663);38.7987;15.2152;350.6;1.2;1.1;2003-05-05;2115;Terra;MODIS;100;6.03;296.3;0;N;1
Point (15.20279999999999987 38.7972999999999999);38.7973;15.2028;333.7;1.2;1.1;2003-05-05;2115;Terra;MODIS;100;6.03;295.5;0;N;1
Point (15.21000000000000085 38.80049999999999955);38.8005;15.21;348.9;1.2;1.1;2003-05-05;2115;Terra;MODIS;100;6.03;297.8;0;N;1
Point (15.21209999999999951 38.79760000000000275);38.7976;15.2121;326.8;1.9;1.3;2003-05-06;125;Aqua;MODIS;96;6.03;293.4;0;N;1
Point (15.21560000000000024 38.79679999999999751);38.7968;15.2156;335.6;1;1;2003-05-07;2103;Terra;MODIS;100;6.03;277.2;0;N;1
Point (15.22020000000000017 38.79560000000000031);38.7956;15.2202;333.6;1.3;1.1;2003-05-08;113;Aqua;MODIS;100;6.03;289.5;0;N;1
Point (15.21419999999999995 38.7978999999999985);38.7979;15.2142;333.1;1.3;1.1;2003-05-08;113;Aqua;MODIS;100;6.03;292.9;0;N;1
Point (15.2112999999999996 38.80149999999999721);38.8015;15.2113;326.1;1.1;1.1;2003-05-09;2051;Terra;MODIS;96;6.03;279.5;0;N;1
Point (15.19759999999999955 38.78670000000000329);38.7867;15.1976;317.9;3.4;1.7;2003-05-11;1248;Aqua;MODIS;69;6.03;299.3;91.9;D;3
Point (15.22090000000000032 38.79699999999999704);38.797;15.2209;330.7;1.1;1;2003-05-12;49;Aqua;MODIS;100;6.03;289.8;0;N;1
Point (15.20829999999999949 38.79869999999999663);38.7987;15.2083;326.4;1.1;1;2003-05-12;49;Aqua;MODIS;96;6.03;290.8;0;N;1
Point (14.58169999999999966 37.12890000000000157);37.1289;14.5817;325.1;1.1;1;2003-05-14;1006;Terra;MODIS;74;6.03;310.1;13;D;0
Point (15.21209999999999951 38.79569999999999652);38.7957;15.2121;346.2;1.1;1;2003-05-14;2109;Terra;MODIS;100;6.03;290.3;0;N;1
Point (15.21579999999999977 38.80279999999999774);38.8028;15.2158;330.2;1.5;1.2;2003-05-15;119;Aqua;MODIS;100;6.03;289.7;0;N;1
Point (15.21039999999999992 38.79979999999999762);38.7998;15.2104;326.6;1.3;1.1;2003-05-18;2045;Terra;MODIS;96;6.03;288;0;N;1
Point (15.20889999999999986 38.79939999999999856);38.7994;15.2089;321.5;1;1;2003-05-19;55;Aqua;MODIS;91;6.03;280.3;0;N;1
Point (15.22039999999999971 38.79780000000000229);38.7978;15.2204;329.8;1;1;2003-05-19;55;Aqua;MODIS;99;6.03;280.2;0;N;1
Point (15.21940000000000026 38.79820000000000135);38.7982;15.2194;334.3;1.2;1.1;2003-05-21;43;Aqua;MODIS;100;6.03;288;0;N;1
Point (13.38010000000000055 38.10139999999999816);38.1014;13.3801;312.4;1.1;1;2003-05-23;2103;Terra;MODIS;79;6.03;288.3;13.4;N;2
Point (15.2179000000000002 38.79710000000000036);38.7971;15.2179;326.6;1;1;2003-05-26;101;Aqua;MODIS;96;6.03;281.8;0;N;1
Point (15.21679999999999922 38.80100000000000193);38.801;15.2168;329.8;1.5;1.2;2003-05-30;37;Aqua;MODIS;99;6.03;287.8;0;N;1
Point (15.2085000000000008 38.79699999999999704);38.797;15.2085;345.6;1.1;1;2003-05-30;2110;Terra;MODIS;100;6.03;291.9;0;N;1
